(16.4825,0)
(15.1191,0)
(2,0)
(16.6874,0)
(17.7382,0)
(14.6686,0)
(2,0)
(17.0307,0)
(17.1451,0)
(14.66,0)
(2,0)
(16.2616,0)
(16.1082,0)
(13.7058,0)
(3,0)
(15.3389,0)
(16.921,0)
